Responses,Coding,Count,Pct
"('CN', 'AD', 'CN', 'MCI', 'CN', 'AD', 'CN', 'AD', 'MCI')",standard,1,0.0
"('CN', 'AD', 'CN', 'MCI', 'CN', 'CN')",standard,1,0.0
"('CN', 'AD', 'CN', 'MCI', 'CN', 'CN', 'MCI')",standard,1,0.0
"('CN', 'AD', 'CN', 'MCI', 'MCI', 'CN')",standard,1,0.0
"('CN', 'AD', 'CN', 'MCI', 'MCI', 'Unknown', 'MCI', 'MCI', 'Unknown')",standard,1,0.0
"('CN', 'AD', 'CN', 'CN', 'AD', 'CN', 'AD', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'AD', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'AD', 'AD', 'MCI', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'AD', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'AD', 'AD', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'AD', 'AD', 'MCI', 'Unknown', 'Unknown', 'AD', 'AD', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'AD', 'AD', 'Unknown', 'CN')",standard,1,0.0
"('CN', 'AD', 'AD', 'Unknown', 'MCI', 'AD', 'AD', 'CN', 'AD', 'AD')",standard,1,0.0
"('CN', 'AD', 'AD', 'Unknown', 'Unknown', 'AD')",standard,1,0.0
"('CN', 'AD', 'AD', 'Unknown', 'Unknown', 'AD', 'AD', 'Unknown', 'Unknown', 'AD', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'AD', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'AD', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'AD', 'CN', 'AD', 'AD', 'CN')",standard,1,0.0
"('CN', 'AD', 'CN', 'AD', 'AD', 'CN', 'CN')",standard,1,0.0
"('CN', 'AD', 'CN', 'AD', 'AD', 'MCI', 'MCI', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'AD', 'CN', 'AD', 'AD', 'Unknown', 'AD', 'Unknown')",standard,1,0.0
"('CN', 'AD', 'CN', 'AD', 'CN')",standard,1,0.0
"('CN', 'AD', 'CN', 'AD', 'CN', 'CN')",standard,1,0.0
"('CN', 'AD', 'CN', 'AD', 'CN', 'CN', 'CN', 'CN', 'AD', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'AD', 'CN', 'AD', 'CN', 'CN', 'CN', 'CN', 'Unknown')",standard,1,0.0
"('CN', 'AD', 'CN', 'AD', 'CN', 'CN', 'Unknown', 'AD', 'CN')",standard,1,0.0
"('CN', 'AD', 'CN', 'AD', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'AD', 'CN', 'AD', 'MCI', 'Unknown', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('CN', 'AD', 'CN', 'AD', 'Unknown', 'AD')",standard,1,0.0
"('CN', 'AD', 'CN', 'CN', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'AD', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'AD')",standard,1,0.0
"('AD', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'CN')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'Unknown', 'Unknown')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('AD', 'MCI', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('AD', 'MCI', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('AD', 'MCI', 'Unknown', 'MCI')",standard,1,0.0
"('AD', 'MCI', 'Unknown', 'MCI', 'Unknown', 'MCI')",standard,1,0.0
"('AD', 'MCI', 'Unknown', 'Unknown', 'CN')",standard,1,0.0
"('AD', 'MCI', 'Unknown', 'Unknown', 'MCI', 'AD')",standard,1,0.0
"('AD', 'MCI', 'Unknown', 'Unknown', 'MCI', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown')",standard,1,0.0
"('AD', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'Unknown', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'AD', 'Unknown', 'Unknown')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'AD', 'Unknown', 'Unknown')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'Unknown', 'Unknown', 'AD', 'CN', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'AD', 'AD', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'AD', 'AD', 'Unknown')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'AD', 'CN')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'AD', 'CN', 'AD', 'Unknown', 'AD', 'CN', 'Unknown', 'CN')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'AD', 'Unknown')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN')",standard,1,0.0
"('AD', 'MCI', 'CN', 'MCI', 'AD')",standard,1,0.0
"('AD', 'MCI', 'CN', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('AD', 'MCI', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'AD', 'AD', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'AD', 'MCI', 'MCI')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'AD', 'MCI', 'Unknown', 'MCI')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'CN', 'CN', 'AD')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'CN', 'CN', 'CN')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'CN', 'MCI')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'CN', 'MCI', 'CN')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'CN', 'MCI', 'MCI')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'MCI', 'AD', 'AD', 'AD', 'AD', 'MCI', 'MCI', 'MCI', 'AD', 'AD', 'AD')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'MCI', 'AD', 'CN', 'AD')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'MCI', 'CN', 'AD')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'MCI', 'CN', 'AD', 'AD')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'MCI')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'MCI', 'MCI', 'AD')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'MCI', 'MCI', 'AD', 'AD')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'MCI', 'AD', 'MCI', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('AD', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'AD', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'AD', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'CN', 'Unknown', 'Unknown', 'Unknown', 'MCI')",standard,1,0.0
"('AD', 'Unknown', 'MCI', 'AD', 'MCI', 'CN', 'Unknown')",standard,1,0.0
"('AD', 'Unknown', 'MCI', 'MCI')",standard,1,0.0
"('AD', 'Unknown', 'MCI', 'MCI', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'MCI', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'MCI', 'Unknown', 'Unknown')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'AD', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'AD', 'AD', 'CN', 'Unknown', 'AD', 'Unknown', 'AD', 'MCI', 'MCI', 'AD', 'CN', 'CN', 'CN', 'CN', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'AD', 'CN')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'AD', 'Unknown', 'Unknown')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'CN')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'CN', 'CN', 'Unknown', 'MCI', 'CN', 'CN', 'MCI')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'MCI', 'AD', 'Unknown')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'MCI', 'MCI', 'Unknown')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'MCI', 'Unknown')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'Unknown', 'AD', 'Unknown')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'Unknown', 'AD', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'Unknown', 'CN')",standard,1,0.0
"('AD', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI')",standard,1,0.0
"('AD', 'Unknown', 'MCI', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'CN', 'CN', 'Unknown', 'CN', 'MCI', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'AD', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('AD', 'Unknown', 'CN', 'CN', 'Unknown', 'AD', 'Unknown', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'AD', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'MCI')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'MCI', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'MCI', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'MCI', 'AD', 'AD', 'MCI', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'Unknown', 'AD', 'AD', 'AD', 'CN', 'AD', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'Unknown', 'CN', 'CN', 'CN')",standard,1,0.0
"('AD', 'Unknown', 'AD', 'Unknown', 'Unknown', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'CN', 'AD', 'CN', 'MCI', 'Unknown')",standard,1,0.0
"('AD', 'Unknown', 'CN', 'CN', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'CN', 'CN', 'CN', 'AD', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('AD', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('AD', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('AD', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('AD', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN')",standard,1,0.0
"('AD', 'Unknown', 'CN', 'CN', 'CN', 'Unknown')",standard,1,0.0
"('CN', 'AD', 'CN', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'AD', 'Unknown')",standard,1,0.0
"('CN', 'AD', 'CN', 'Unknown', 'Unknown', 'CN')",standard,1,0.0
"('CN', 'AD', 'MCI', 'AD', 'AD', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'CN', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'CN', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'CN', 'AD', 'CN', 'CN', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'CN', 'CN', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'CN', 'CN', 'AD', 'AD', 'Unknown', 'CN', 'Unknown', 'Unknown', 'MCI', 'AD', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'CN', 'CN', 'AD', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'CN', 'CN', 'CN', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'CN', 'CN', 'CN', 'CN', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'CN', 'CN', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'CN', 'CN', 'Unknown', 'Unknown', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'CN', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'CN', 'MCI', 'AD', 'Unknown', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'CN', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'CN', 'Unknown', 'Unknown', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'MCI', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'MCI', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'MCI', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'MCI', 'AD', 'AD', 'AD', 'AD', 'CN', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'CN', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'MCI', 'MCI', 'CN', 'AD')",standard,1,0.0
"('CN', 'CN', 'AD', 'Unknown', 'Unknown', 'Unknown', 'AD', 'AD', 'MCI', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'CN', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'MCI', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'CN', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'AD', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'MCI', 'MCI', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'AD', 'AD', 'MCI')",standard,1,0.0
"('CN', 'AD', 'MCI', 'AD', 'Unknown', 'AD', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'CN', 'AD', 'AD', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'CN', 'CN', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'CN', 'CN', 'CN', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'MCI', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'MCI', 'AD', 'MCI', 'MCI', 'MCI', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'MCI', 'AD', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'CN', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'CN', 'CN', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'CN', 'CN', 'CN', 'AD', 'AD', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'CN', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'CN', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'CN', 'Unknown', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'MCI', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'Unknown', 'Unknown', 'CN', 'CN', 'AD', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'Unknown', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'Unknown', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'AD', 'Unknown', 'AD', 'AD', 'AD', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'Unknown', 'AD', 'AD', 'AD', 'MCI', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'Unknown', 'AD', 'AD', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'Unknown', 'MCI', 'MCI', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'AD', 'Unknown', 'Unknown', 'CN', 'Unknown', 'MCI', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'MCI', 'AD', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'MCI', 'Unknown', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'CN', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'CN', 'CN', 'CN', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'MCI', 'CN')",standard,1,0.0
"('CN', 'CN', 'AD', 'Unknown', 'MCI')",standard,1,0.0
"('CN', 'CN', 'AD', 'Unknown', 'CN', 'Unknown', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'AD', 'Unknown', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'AD', 'AD', 'AD', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'AD', 'AD', 'AD', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
